word,gt_end_s,audio_time_at_commit_s,model_processing_ms,total_output_time_s,latency_ms
he,0.62,0.79875,23.792632156983018,0.822542632156983,202.542632156983
hoped,1.01,1.11825,24.06331803649664,1.1423133180364966,132.31331803649658
there,1.13,1.43775,24.202876025810838,1.461952876025811,331.952876025811
would,1.31,1.43775,24.202876025810838,1.461952876025811,151.95287602581087
be,1.44,1.5975,20.10681782849133,1.6176068178284913,177.6068178284913
stew,1.83,2.07675,24.038603994995356,2.1007886039949955,270.78860399499536
for,1.99,2.2365,19.934008829295635,2.2564340088292956,266.4340088292956
dinner,2.36,2.39625,19.666384905576706,2.415916384905577,55.91638490557705
turnips,3.07,3.35475,21.451508160680532,3.3762015081606807,306.2015081606808
and,3.24,3.35475,21.451508160680532,3.3762015081606807,136.20150816068045
carrots,3.77,3.99375,20.23204998113215,4.0139820499811325,243.9820499811325
and,3.98,4.1535,20.00385196879506,4.173503851968795,193.50385196879526
bruised,4.38,4.473,22.131916834041476,4.495131916834041,115.13191683404145
potatoes,5.05,5.112,19.378125201910734,5.131378125201911,81.37812520191102
and,5.23,5.27175,20.009792875498533,5.2917597928754985,61.75979287549804
fat,5.6,5.751,20.383474184200168,5.7713834741842005,171.38347418420085
mutton,6.02,6.23025,19.090442918241024,6.249340442918241,229.3404429182413
pieces,6.51,6.54975,18.92884192056954,6.56867884192057,58.67884192057016
to,6.63,6.86925,20.048554986715317,6.889298554986715,259.2985549867155
be,6.8,6.86925,20.048554986715317,6.889298554986715,89.29855498671557
ladled,7.25,7.3485,23.668672889471054,7.372168672889471,122.16867288947064
out,7.57,7.668,19.727019825950265,7.68772701982595,117.72701982595012
in,7.68,7.9875,19.00206203572452,8.006502062035725,326.50206203572554
thick,8.15,8.14725,19.25849705003202,8.166508497050032,16.508497050031323
peppered,8.64,8.78625,20.179915940389037,8.80642991594039,166.42991594038926
sauce,10.12,10.224,20.303786965087056,10.244303786965087,124.30378696508804
stuff,0.78,1.11825,24.67278903350234,1.1429227890335023,362.9227890335023
it,0.87,1.11825,24.67278903350234,1.1429227890335023,272.9227890335023
into,1.16,1.278,24.727931013330817,1.3027279310133308,142.72793101333093
you,1.4,1.5975,19.01058410294354,1.6165105841029435,216.51058410294354
